Code   	City	Municipality	Province
8700	Schuiferskapelle	Tielt	Flandre-Occidentale
8710	Wielsbeke	Wielsbeke	Flandre-Occidentale
8710	Ooigem	Wielsbeke	Flandre-Occidentale
8710	Sint-Baafs-Vijve	Wielsbeke	Flandre-Occidentale
8720	Dentergem	Dentergem	Flandre-Occidentale
8720	Wakken	Dentergem	Flandre-Occidentale
8720	Oeselgem	Dentergem	Flandre-Occidentale
8720	Markegem	Dentergem	Flandre-Occidentale
8730	Beernem	Beernem	Flandre-Occidentale
8730	Oedelem	Beernem	Flandre-Occidentale
8730	Sint-Joris (deelgemeente)	Beernem	Flandre-Occidentale
8740	Pittem	Pittem	Flandre-Occidentale
8740	Egem	Pittem	Flandre-Occidentale
8750	Wingene	Wingene	Flandre-Occidentale
8750	Zwevezele	Wingene	Flandre-Occidentale
8755	Ruiselede	Ruiselede	Flandre-Occidentale
8760	Meulebeke	Meulebeke	Flandre-Occidentale
8770	Ingelmunster	Ingelmunster	Flandre-Occidentale
8780	Oostrozebeke	Oostrozebeke	Flandre-Occidentale
8790	Waregem	Waregem	Flandre-Occidentale
8791	Beveren	Waregem	Flandre-Occidentale
8792	Desselgem	Waregem	Flandre-Occidentale
8793	Sint-Eloois-Vijve	Waregem	Flandre-Occidentale
8800	Roeselare	Roeselare	Flandre-Occidentale
8800	Rumbeke	Roeselare	Flandre-Occidentale
8800	Beveren	Roeselare	Flandre-Occidentale
8800	Oekene	Roeselare	Flandre-Occidentale
8810	Lichtervelde	Lichtervelde	Flandre-Occidentale
8820	Torhout	Torhout	Flandre-Occidentale
8830	Hooglede	Hooglede	Flandre-Occidentale
8830	Gits	Hooglede	Flandre-Occidentale
8840	Staden	Staden	Flandre-Occidentale
8840	Oostnieuwkerke	Staden	Flandre-Occidentale
8840	Westrozebeke	Staden	Flandre-Occidentale
8850	Ardooie	Ardooie	Flandre-Occidentale
8851	Koolskamp	Ardooie	Flandre-Occidentale
8860	Lendelede	Lendelede	Flandre-Occidentale
8870	Izegem	Izegem	Flandre-Occidentale
8870	Emelgem	Izegem	Flandre-Occidentale
8870	Kachtem	Izegem	Flandre-Occidentale
8880	Ledegem	Ledegem	Flandre-Occidentale
8880	Sint-Eloois-Winkel	Ledegem	Flandre-Occidentale
8880	Rollegem-Kapelle	Ledegem	Flandre-Occidentale
8890	Moorslede	Moorslede	Flandre-Occidentale
8890	Dadizele	Moorslede	Flandre-Occidentale
8900	Ieper	Ieper	Flandre-Occidentale
8900	Dikkebus	Ieper	Flandre-Occidentale
8900	Sint-Jan	Ieper	Flandre-Occidentale
8900	Brielen	Ieper	Flandre-Occidentale
8902	Zillebeke	Ieper	Flandre-Occidentale
8902	Voormezele	Ieper	Flandre-Occidentale
8902	Hollebeke	Ieper	Flandre-Occidentale
8904	Boezinge	Ieper	Flandre-Occidentale
8904	Zuidschote	Ieper	Flandre-Occidentale
8906	Elverdinge	Ieper	Flandre-Occidentale
8908	Vlamertinge	Ieper	Flandre-Occidentale
8920	Langemark-Poelkapelle	Langemark-Poelkapelle	Flandre-Occidentale
8920	Langemark	Langemark-Poelkapelle	Flandre-Occidentale
8920	Poelkapelle	Langemark-Poelkapelle	Flandre-Occidentale
8920	Bikschote	Langemark-Poelkapelle	Flandre-Occidentale
8930	Menen	Menen	Flandre-Occidentale
8930	Lauwe	Menen	Flandre-Occidentale
8930	Rekkem	Menen	Flandre-Occidentale
8940	Wervik	Wervik	Flandre-Occidentale
8940	Geluwe	Wervik	Flandre-Occidentale
8950	Heuvelland	Heuvelland	Flandre-Occidentale
8950	Nieuwkerke	Heuvelland	Flandre-Occidentale
8951	Dranouter	Heuvelland	Flandre-Occidentale
8952	Wulvergem	Heuvelland	Flandre-Occidentale
8953	Wijtschate	Heuvelland	Flandre-Occidentale
8954	Westouter	Heuvelland	Flandre-Occidentale
8956	Kemmel	Heuvelland	Flandre-Occidentale
8957	Mesen	Mesen	Flandre-Occidentale
8958	Loker	Heuvelland	Flandre-Occidentale
8970	Poperinge	Poperinge	Flandre-Occidentale
8970	Reningelst	Poperinge	Flandre-Occidentale
8972	Proven	Poperinge	Flandre-Occidentale
8972	Roesbrugge-Haringe	Poperinge	Flandre-Occidentale
8972	Krombeke	Poperinge	Flandre-Occidentale
8978	Watou	Poperinge	Flandre-Occidentale
8980	Zonnebeke	Zonnebeke	Flandre-Occidentale
8980	Beselare	Zonnebeke	Flandre-Occidentale
8980	Passendale	Zonnebeke	Flandre-Occidentale
8980	Geluveld	Zonnebeke	Flandre-Occidentale
8980	Zandvoorde	Zonnebeke	Flandre-Occidentale
9000	Gent	Gent	Flandre-Orientale
9030	Mariakerke	Gent	Flandre-Orientale
9031	Drongen	Gent	Flandre-Orientale
9032	Wondelgem	Gent	Flandre-Orientale
9040	Sint-Amandsberg	Gent	Flandre-Orientale
9041	Oostakker	Gent	Flandre-Orientale
9042	Sint-Kruis-Winkel	Gent	Flandre-Orientale
9042	Desteldonk	Gent	Flandre-Orientale
9042	Mendonk	Gent	Flandre-Orientale
9050	Gentbrugge	Gent	Flandre-Orientale
9050	Ledeberg	Gent	Flandre-Orientale
9051	Sint-Denijs-Westrem	Gent	Flandre-Orientale
9051	Afsnee	Gent	Flandre-Orientale
9052	Zwijnaarde	Gent	Flandre-Orientale
9060	Zelzate	Zelzate	Flandre-Orientale
9070	Destelbergen	Destelbergen	Flandre-Orientale
9070	Heusden	Destelbergen	Flandre-Orientale
9080	Lochristi	Lochristi	Flandre-Orientale
9080	Beervelde	Lochristi	Flandre-Orientale
9080	Zaffelare	Lochristi	Flandre-Orientale
9080	Zeveneken	Lochristi	Flandre-Orientale
9090	Melle	Melle	Flandre-Orientale
9090	Gontrode	Melle	Flandre-Orientale
9100	Sint-Niklaas	Sint-Niklaas	Flandre-Orientale
9100	Nieuwkerken-Waas	Sint-Niklaas	Flandre-Orientale
9111	Belsele	Sint-Niklaas	Flandre-Orientale
9112	Sinaai	Sint-Niklaas	Flandre-Orientale
9120	Beveren	Beveren	Flandre-Orientale
9120	Melsele	Beveren	Flandre-Orientale
9120	Haasdonk	Beveren	Flandre-Orientale
9120	Vrasene	Beveren	Flandre-Orientale
9120	Kallo	Beveren	Flandre-Orientale
9130	Kieldrecht	Beveren	Flandre-Orientale
9130	Verrebroek	Beveren	Flandre-Orientale
9130	Doel	Beveren	Flandre-Orientale
9140	Temse	Temse	Flandre-Orientale
9140	Tielrode	Temse	Flandre-Orientale
9140	Steendorp	Temse	Flandre-Orientale
9140	Elversele	Temse	Flandre-Orientale
9150	Kruibeke	Kruibeke	Flandre-Orientale
9150	Bazel	Kruibeke	Flandre-Orientale
9150	Rupelmonde	Kruibeke	Flandre-Orientale
9160	Lokeren	Lokeren	Flandre-Orientale
9160	Eksaarde	Lokeren	Flandre-Orientale
9160	Daknam	Lokeren	Flandre-Orientale
9170	Sint-Gillis-Waas	Sint-Gillis-Waas	Flandre-Orientale
9170	Sint-Pauwels	Sint-Gillis-Waas	Flandre-Orientale
9170	De Klinge	Sint-Gillis-Waas	Flandre-Orientale
9170	Meerdonk	Sint-Gillis-Waas	Flandre-Orientale
9185	Wachtebeke	Wachtebeke	Flandre-Orientale
9190	Stekene	Stekene	Flandre-Orientale
9190	Kemzeke	Stekene	Flandre-Orientale
9200	Dendermonde	Dendermonde	Flandre-Orientale
9200	Sint-Gillis-bij-Dendermonde	Dendermonde	Flandre-Orientale
9200	Grembergen	Dendermonde	Flandre-Orientale
9200	Baasrode	Dendermonde	Flandre-Orientale
9200	Oudegem	Dendermonde	Flandre-Orientale
9200	Appels	Dendermonde	Flandre-Orientale
9200	Schoonaarde	Dendermonde	Flandre-Orientale
9200	Mespelare	Dendermonde	Flandre-Orientale
9220	Hamme	Hamme	Flandre-Orientale
9220	Moerzeke	Hamme	Flandre-Orientale
9230	Wetteren	Wetteren	Flandre-Orientale
9230	Massemen	Wetteren	Flandre-Orientale
9230	Westrem	Wetteren	Flandre-Orientale
9240	Zele	Zele	Flandre-Orientale
9250	Waasmunster	Waasmunster	Flandre-Orientale
9255	Buggenhout	Buggenhout	Flandre-Orientale
9255	Opdorp	Buggenhout	Flandre-Orientale
9260	Wichelen	Wichelen	Flandre-Orientale
9260	Schellebelle	Wichelen	Flandre-Orientale
9260	Serskamp	Wichelen	Flandre-Orientale
9270	Laarne	Laarne	Flandre-Orientale
9270	Kalken	Laarne	Flandre-Orientale
9280	Lebbeke	Lebbeke	Flandre-Orientale
9280	Denderbelle	Lebbeke	Flandre-Orientale
9280	Wieze	Lebbeke	Flandre-Orientale
9290	Berlare	Berlare	Flandre-Orientale
9290	Overmere	Berlare	Flandre-Orientale
9290	Uitbergen	Berlare	Flandre-Orientale
9300	Aalst	Aalst	Flandre-Orientale
9308	Hofstade	Aalst	Flandre-Orientale
9308	Gijzegem	Aalst	Flandre-Orientale
9310	Moorsel	Aalst	Flandre-Orientale
9310	Herdersem	Aalst	Flandre-Orientale
9310	Meldert	Aalst	Flandre-Orientale
9310	Baardegem	Aalst	Flandre-Orientale
9320	Erembodegem	Aalst	Flandre-Orientale
9320	Nieuwerkerken	Aalst	Flandre-Orientale
9340	Lede	Lede	Flandre-Orientale
9340	Oordegem	Lede	Flandre-Orientale
9340	Impe	Lede	Flandre-Orientale
9340	Smetlede	Lede	Flandre-Orientale
9340	Wanzele	Lede	Flandre-Orientale
9400	Ninove	Ninove	Flandre-Orientale
9400	Denderwindeke	Ninove	Flandre-Orientale
9400	Appelterre-Eichem	Ninove	Flandre-Orientale
9400	Okegem	Ninove	Flandre-Orientale
9400	Nederhasselt	Ninove	Flandre-Orientale
9400	Voorde	Ninove	Flandre-Orientale
9400	Lieferinge	Ninove	Flandre-Orientale
9401	Pollare	Ninove	Flandre-Orientale
9402	Meerbeke	Ninove	Flandre-Orientale
9403	Neigem	Ninove	Flandre-Orientale
9404	Aspelare	Ninove	Flandre-Orientale
9406	Outer	Ninove	Flandre-Orientale
9420	Erpe-Mere	Erpe-Mere	Flandre-Orientale
9420	Erpe	Erpe-Mere	Flandre-Orientale
9420	Mere	Erpe-Mere	Flandre-Orientale
9420	Burst	Erpe-Mere	Flandre-Orientale
9420	Aaigem	Erpe-Mere	Flandre-Orientale
9420	Bambrugge	Erpe-Mere	Flandre-Orientale
9420	Erondegem	Erpe-Mere	Flandre-Orientale
9420	Ottergem	Erpe-Mere	Flandre-Orientale
9420	Vlekkem	Erpe-Mere	Flandre-Orientale
9433	Mannekensvere	Middelkerke	Flandre-Occidentale
9450	Haaltert	Haaltert	Flandre-Orientale
9450	Denderhoutem	Haaltert	Flandre-Orientale
9450	Heldergem	Haaltert	Flandre-Orientale
9451	Kerksken	Haaltert	Flandre-Orientale
9470	Denderleeuw	Denderleeuw	Flandre-Orientale
9472	Iddergem	Denderleeuw	Flandre-Orientale
9473	Welle	Denderleeuw	Flandre-Orientale
9500	Geraardsbergen	Geraardsbergen	Flandre-Orientale
9500	Moerbeke	Moerbeke	Flandre-Orientale
9500	Overboelare	Geraardsbergen	Flandre-Orientale
9500	Goeferdinge	Geraardsbergen	Flandre-Orientale
9500	Moerbeke	Geraardsbergen	Flandre-Orientale
9500	Onkerzele	Geraardsbergen	Flandre-Orientale
9500	Ophasselt	Geraardsbergen	Flandre-Orientale
9500	Viane	Geraardsbergen	Flandre-Orientale
9500	Nederboelare	Geraardsbergen	Flandre-Orientale
9500	Zarlardinge	Geraardsbergen	Flandre-Orientale
9506	Idegem	Geraardsbergen	Flandre-Orientale
9506	Schendelbeke	Geraardsbergen	Flandre-Orientale
9506	Zandbergen	Geraardsbergen	Flandre-Orientale
9506	Grimminge	Geraardsbergen	Flandre-Orientale
9506	Smeerebbe-Vloerzegem	Geraardsbergen	Flandre-Orientale
9506	Nieuwenhove	Geraardsbergen	Flandre-Orientale
9506	Waarbeke	Geraardsbergen	Flandre-Orientale
9520	Sint-Lievens-Houtem	Sint-Lievens-Houtem	Flandre-Orientale
9520	Vlierzele	Sint-Lievens-Houtem	Flandre-Orientale
9520	Bavegem	Sint-Lievens-Houtem	Flandre-Orientale
9520	Zonnegem	Sint-Lievens-Houtem	Flandre-Orientale
9521	Letterhoutem	Sint-Lievens-Houtem	Flandre-Orientale
9550	Herzele	Herzele	Flandre-Orientale
9550	Hillegem	Herzele	Flandre-Orientale
9550	Sint-Lievens-Esse	Herzele	Flandre-Orientale
9550	Steenhuize-Wijnhuize	Herzele	Flandre-Orientale
9550	Woubrechtegem	Herzele	Flandre-Orientale
9550	Sint-Antelinks	Herzele	Flandre-Orientale
9551	Ressegem	Herzele	Flandre-Orientale
9552	Borsbeke	Herzele	Flandre-Orientale
9570	Lierde	Lierde	Flandre-Orientale
9570	Deftinge	Lierde	Flandre-Orientale
9570	Sint-Maria-Lierde	Lierde	Flandre-Orientale
9571	Hemelveerdegem	Lierde	Flandre-Orientale
9572	Sint-Martens-Lierde	Lierde	Flandre-Orientale
9600	Ronse	Ronse	Flandre-Orientale
9620	Zottegem	Zottegem	Flandre-Orientale
9620	Strijpen	Zottegem	Flandre-Orientale
9620	Erwetegem	Zottegem	Flandre-Orientale
9620	Velzeke-Ruddershove	Zottegem	Flandre-Orientale
9620	Sint-Maria-Oudenhove	Zottegem	Flandre-Orientale
9620	Elene	Zottegem	Flandre-Orientale
9620	Godveerdegem	Zottegem	Flandre-Orientale
9620	Grotenberge	Zottegem	Flandre-Orientale
9620	Leeuwergem	Zottegem	Flandre-Orientale
9620	Sint-Goriks-Oudenhove	Zottegem	Flandre-Orientale
9620	Oombergen	Zottegem	Flandre-Orientale
9630	Zwalm	Zwalm	Flandre-Orientale
9630	Munkzwalm	Zwalm	Flandre-Orientale
9630	Roborst	Zwalm	Flandre-Orientale
9630	Sint-Denijs-Boekel	Zwalm	Flandre-Orientale
9630	Hundelgem	Zwalm	Flandre-Orientale
9630	Sint-Blasius-Boekel	Zwalm	Flandre-Orientale
9630	Sint-Maria-Latem	Zwalm	Flandre-Orientale
9630	Rozebeke	Zwalm	Flandre-Orientale
9630	Beerlegem	Zwalm	Flandre-Orientale
9630	Meilegem	Zwalm	Flandre-Orientale
9630	Dikkele	Zwalm	Flandre-Orientale
9630	Paulatem	Zwalm	Flandre-Orientale
9636	Nederzwalm-Hermelgem	Zwalm	Flandre-Orientale
9660	Brakel	Brakel	Flandre-Orientale
9660	Nederbrakel	Brakel	Flandre-Orientale
9660	Everbeek	Brakel	Flandre-Orientale
9660	Opbrakel	Brakel	Flandre-Orientale
9660	Elst	Brakel	Flandre-Orientale
9660	Zegelsem	Brakel	Flandre-Orientale
9660	Michelbeke	Brakel	Flandre-Orientale
9661	Parike	Brakel	Flandre-Orientale
9667	Horebeke	Horebeke	Flandre-Orientale
9667	Sint-Maria-Horebeke	Horebeke	Flandre-Orientale
9667	Sint-Kornelis-Horebeke	Horebeke	Flandre-Orientale
9680	Maarkedal	Maarkedal	Flandre-Orientale
9680	Etikhove	Maarkedal	Flandre-Orientale
9680	Maarke-Kerkem	Maarkedal	Flandre-Orientale
9681	Nukerke	Maarkedal	Flandre-Orientale
9688	Schorisse	Maarkedal	Flandre-Orientale
9690	Kluisbergen	Kluisbergen	Flandre-Orientale
9690	Ruien	Kluisbergen	Flandre-Orientale
9690	Berchem	Kluisbergen	Flandre-Orientale
9690	Zulzeke	Kluisbergen	Flandre-Orientale
9690	Kwaremont	Kluisbergen	Flandre-Orientale
9700	Oudenaarde	Oudenaarde	Flandre-Orientale
9700	Eine	Oudenaarde	Flandre-Orientale
9700	Bevere	Oudenaarde	Flandre-Orientale
9700	Ename	Oudenaarde	Flandre-Orientale
9700	Edelare	Oudenaarde	Flandre-Orientale
9700	Leupegem	Oudenaarde	Flandre-Orientale
9700	Mater	Oudenaarde	Flandre-Orientale
9700	Nederename	Oudenaarde	Flandre-Orientale
9700	Heurne	Oudenaarde	Flandre-Orientale
9700	Volkegem	Oudenaarde	Flandre-Orientale
9700	Welden	Oudenaarde	Flandre-Orientale
9700	Melden	Oudenaarde	Flandre-Orientale
9700	Mullem	Oudenaarde	Flandre-Orientale
9750	Kruisem	Kruisem	Flandre-Orientale
9750	Zingem	Kruisem	Flandre-Orientale
9750	Huise	Kruisem	Flandre-Orientale
9750	Ouwegem	Kruisem	Flandre-Orientale
9770	Kruishoutem	Kruisem	Flandre-Orientale
9771	Nokere	Kruisem	Flandre-Orientale
9772	Wannegem-Lede	Kruisem	Flandre-Orientale
9790	Wortegem-Petegem	Wortegem-Petegem	Flandre-Orientale
9790	Petegem-aan-de-Schelde	Wortegem-Petegem	Flandre-Orientale
9790	Wortegem	Wortegem-Petegem	Flandre-Orientale
9790	Elsegem	Wortegem-Petegem	Flandre-Orientale
9790	Ooike	Wortegem-Petegem	Flandre-Orientale
9790	Moregem	Wortegem-Petegem	Flandre-Orientale
9800	Deinze	Deinze	Flandre-Orientale
9800	Petegem-aan-de-Leie	Deinze	Flandre-Orientale
9800	Astene	Deinze	Flandre-Orientale
9800	Bachte-Maria-Leerne	Deinze	Flandre-Orientale
9800	Vinkt	Deinze	Flandre-Orientale
9800	Wontergem	Deinze	Flandre-Orientale
9800	Grammene	Deinze	Flandre-Orientale
9800	Zeveren	Deinze	Flandre-Orientale
9800	Meigem	Deinze	Flandre-Orientale
9800	Gottem	Deinze	Flandre-Orientale
9810	Nazareth	Nazareth	Flandre-Orientale
9810	Eke	Nazareth	Flandre-Orientale
9820	Merelbeke	Merelbeke	Flandre-Orientale
9820	Bottelare	Merelbeke	Flandre-Orientale
9820	Melsen	Merelbeke	Flandre-Orientale
9820	Schelderode	Merelbeke	Flandre-Orientale
9820	Lemberge	Merelbeke	Flandre-Orientale
9820	Munte	Merelbeke	Flandre-Orientale
9830	Sint-Martens-Latem	Sint-Martens-Latem	Flandre-Orientale
9830	Sint-Martens-Leerne	Deinze	Flandre-Orientale
9831	Deurle	Sint-Martens-Latem	Flandre-Orientale
9840	De Pinte	De Pinte	Flandre-Orientale
9840	Zevergem	De Pinte	Flandre-Orientale
9850	Nevele	Deinze	Flandre-Orientale
9850	Landegem	Deinze	Flandre-Orientale
9850	Hansbeke	Deinze	Flandre-Orientale
9850	Merendree	Deinze	Flandre-Orientale
9850	Vosselare	Deinze	Flandre-Orientale
9850	Poesele	Deinze	Flandre-Orientale
9860	Oosterzele	Oosterzele	Flandre-Orientale
9860	Balegem	Oosterzele	Flandre-Orientale
9860	Scheldewindeke	Oosterzele	Flandre-Orientale
9860	Gijzenzele	Oosterzele	Flandre-Orientale
9860	Moortsele	Oosterzele	Flandre-Orientale
9860	Landskouter	Oosterzele	Flandre-Orientale
9870	Zulte	Zulte	Flandre-Orientale
9870	Machelen (deelgemeente)	Zulte	Flandre-Orientale
9870	Olsene	Zulte	Flandre-Orientale
9880	Aalter	Aalter	Flandre-Orientale
9880	Lotenhulle	Aalter	Flandre-Orientale
9880	Poeke	Aalter	Flandre-Orientale
9881	Bellem	Aalter	Flandre-Orientale
9890	Gavere	Gavere	Flandre-Orientale
9890	Asper	Gavere	Flandre-Orientale
9890	Dikkelvenne	Gavere	Flandre-Orientale
9890	Semmerzake	Gavere	Flandre-Orientale
9890	Vurste	Gavere	Flandre-Orientale
9890	Baaigem	Gavere	Flandre-Orientale
9900	Eeklo	Eeklo	Flandre-Orientale
9910	Knesselare	Aalter	Flandre-Orientale
9910	Ursel	Aalter	Flandre-Orientale
9920	Lievegem	Lievegem	Flandre-Orientale
9920	Lovendegem	Lievegem	Flandre-Orientale
9921	Vinderhoute	Lievegem	Flandre-Orientale
9930	Zomergem	Lievegem	Flandre-Orientale
9931	Oostwinkel	Lievegem	Flandre-Orientale
9932	Ronsele	Lievegem	Flandre-Orientale
9940	Evergem	Evergem	Flandre-Orientale
9940	Ertvelde	Evergem	Flandre-Orientale
9940	Sleidinge	Evergem	Flandre-Orientale
9940	Kluizen	Evergem	Flandre-Orientale
9950	Waarschoot	Lievegem	Flandre-Orientale
9960	Assenede	Assenede	Flandre-Orientale
9961	Boekhoute	Assenede	Flandre-Orientale
9968	Bassevelde	Assenede	Flandre-Orientale
9968	Oosteeklo	Assenede	Flandre-Orientale
9970	Kaprijke	Kaprijke	Flandre-Orientale
9971	Lembeke	Kaprijke	Flandre-Orientale
9980	Sint-Laureins	Sint-Laureins	Flandre-Orientale
9981	Sint-Margriete	Sint-Laureins	Flandre-Orientale
9982	Sint-Jan-in-Eremo	Sint-Laureins	Flandre-Orientale
9988	Watervliet	Sint-Laureins	Flandre-Orientale
9988	Waterland-Oudeman	Sint-Laureins	Flandre-Orientale
9990	Maldegem	Maldegem	Flandre-Orientale
9991	Adegem	Maldegem	Flandre-Orientale
9992	Middelburg	Maldegem	Flandre-Orientale
